,name,text
0,AIGI_DALLE3_000.png,"A robotic chimpanzee skillfully plays a drum set, blending advanced machinery with lifelike features, demonstrating impressive technological advancements."
1,AIGI_DALLE3_001.png,"A robotic dog, designed with intricate metal parts and equipped with a rocket, showcases advanced engineering and futuristic technology."
2,AIGI_DALLE3_002.png,"A young woman in vintage attire holds a glowing wizard hat with stars, surrounded by candles and mystical items."
3,AIGI_DALLE3_003.png,"A futuristic, cybernetic frog is depicted, merging organic and mechanical elements, showcasing advanced technology and biological fusion in striking detail."
4,AIGI_DALLE3_004.png,"A serene woman in a golden kimono poses gracefully with an owl perched on her shoulder, exuding elegance and tranquility."
5,AIGI_DALLE3_005.png,"The image depicts a surreal laboratory with mechanical insects, various fruits, and colorful liquids, blending nature and technology intriguingly."
6,AIGI_DALLE3_006.png,"A muscular person with luscious red hair dons an ornate golden mask, standing in a dimly lit, mysterious setting."
7,AIGI_DALLE3_007.png,"The image showcases a creative fusion of airplanes and a ship, illustrating the concept of integrated modern transportation. Entendiary fusion."
8,AIGI_DALLE3_008.png,"The image features a young person with short dark hair, glasses, and a serious expression, wearing a light hoodie."
9,AIGI_DALLE3_009.png,"A cozy, dimly-lit attic bedroom is adorned with vintage decor and a serene opossum curled up peacefully on the bed."
10,AIGI_DALLE3_010.png,"This image depicts a futuristic, digitally-enhanced human with glowing, intricate tattoo-like patterns, merging technology and organic elements."
11,AIGI_DALLE3_011.png,"The image showcases a strong, elegant woman in futuristic armor and intricate jewelry against a desert backdrop, exuding power."
12,AIGI_DALLE3_012.png,"A futuristic city integrates nature and technology, symbolized by a glowing leaf, emphasizing sustainability and Earth’s preservation through innovation."
13,AIGI_DALLE3_013.png,"A surreal portrait features an expressive face engulfed by intricate, colorful, swirling patterns, blending natural and abstract elements harmoniously."
14,AIGI_DALLE3_014.png,"A well-dressed man with a stylish mustache wears a green suit and blue cap, exuding a vintage, sophisticated fashion sense."
15,AIGI_DALLE3_015.png,"This close-up image displays a detailed, computer-generated model of a caterpillar, emphasizing its intricate textures and vibrant blue head."
16,AIGI_DALLE3_016.png,"A determined pole vaulter, gripping the pole tightly, prepares to launch, showcasing strength and focus in her athletic pursuit."
17,AIGI_DALLE3_017.png,"A serene village with stone cottages and thatched roofs basks under a mystical, swirling sunset sky, evoking a fantastical atmosphere."
18,AIGI_DALLE3_018.png,"This luxurious wristwatch features a unique design with an eye motif, intricate gold details, and a black leather strap."
19,AIGI_DALLE3_019.png,"The image depicts a serene, ethereal figure dressed in flowing white and blue robes, surrounded by mystical, glowing patterns."
20,AIGI_DALLE3_020.png,"This vibrant, mystic forest scene features glowing trees and roots under a starry night sky, creating a surreal, otherworldly landscape."
21,AIGI_DALLE3_021.png,"A colossal cat towers over a bustling cityscape, helicopters hovering around, creating an imaginative and surreal urban scene."
22,AIGI_DALLE3_022.png,"A cute animated cat, dressed in traditional clothing, stands on a rustic path with log cabins and flowers in the background."
23,AIGI_DALLE3_023.png,"This breathtaking scene captures an ancient, sunlit city nestled in rugged mountains, featuring intricate architecture and golden-hued skies."
24,AIGI_DALLE3_024.png,"A determined woman stands in a lush forest, holding a crossbow, ready for an adventure or hunt amidst nature's tranquility."
25,AIGI_DALLE3_025.png,"A majestic, snow-covered castle stands magnificently amidst towering mountains, its intricate architecture accentuated by the surrounding winter landscape."
26,AIGI_DALLE3_026.png,"This stunning depiction showcases Jupiter, highlighting its swirling atmospheric patterns, rich colors, and dynamic cloud formations vividly and artistically."
27,AIGI_DALLE3_027.png,"A determined young woman in a pink dress holds a spear, standing resolutely with a crowd of blurred figures behind."
28,AIGI_DALLE3_028.png,"A glamorous woman wearing an ornate hat, exquisite jewelry, and elegant black gloves poses against a sparkling, dazzling background."
29,AIGI_DALLE3_029.png,"A lone figure approaches a futuristic, illuminated city with intricate architecture under a large glowing moon, symbolizing advanced civilization."
30,AIGI_DALLE3_030.png,"This futuristic artwork features a woman with silver hair, adorned by a glowing neon butterfly, merging nature with technology."
31,AIGI_DALLE3_031.png,"A figure adorned in fiery attire dances amidst swirling flames and embers, exuding intense energy and mystic power in a dramatic scene."
32,AIGI_DALLE3_032.png,"The image depicts a digital brain surrounded by interconnected data visuals, symbolizing advanced artificial intelligence and complex data networks."
33,AIGI_DALLE3_033.png,"A warrior stands atop a hill, sword planted in the ground, gazing at a vibrant sunset over a vast, mountainous landscape."
34,AIGI_DALLE3_034.png,"A mythical beast with ram horns and claws emerges from twisting shadows, embodying strength and mystery in an eerie landscape."
35,AIGI_DALLE3_035.png,"The image portrays a tranquil lake at dawn, with sunbeams piercing through trees, illuminating serene waters and distant mountains."
36,AIGI_DALLE3_036.png,"The image depicts a fantastical cityscape blended with wine bottles, combining architectural wonders with surrealistic, colorful elements, creating an abstract masterpiece."
37,AIGI_DALLE3_037.png,"The image depicts a mystical book with intricate, otherworldly illustrations, surrounded by artistic tools and diverse, symbolic artifacts."
38,AIGI_DALLE3_038.png,"Two campers, a man and a woman, enjoy an outdoor adventure near a campfire, surrounded by scenic forest views and mountains."
39,AIGI_DALLE3_039.png,"A mesmerizing sunset illuminates a serene lake, reflecting vibrant hues and a mountainous island, surrounded by lush greenery and rocky shores."
40,AIGI_DALLE3_040.png,"This intricate structure showcases an amalgamation of giant statues representing various ancient civilizations, set against a celestial and mountainous backdrop."
41,AIGI_DALLE3_041.png,"A futuristic laboratory features a highly reflective, geometric metal sculpture, emphasizing advanced scientific research and cutting-edge technological innovation."
42,AIGI_DALLE3_042.png,"A cheerful pig and a friendly donkey enjoy a sunny day in a lush green field under a bright, clear sky."
43,AIGI_DALLE3_043.png,"This image showcases an ethereal figure adorned with luminous jewels and a radiant halo, embodying celestial beauty and divine elegance."
44,AIGI_DALLE3_044.png,"An ancient scroll, illuminated by mystical energy, floats amid glowing particles, suggesting hidden knowledge and powerful magical secrets."
45,AIGI_DALLE3_045.png,"A fantastical landscape features jagged cliffs and ethereal creatures in a dramatic, surreal environment bathed in vibrant purple hues."
46,AIGI_DALLE3_046.png,"A cowboy in a dimly lit saloon fires a glowing, magical revolver, while onlookers are shrouded in suspense and smoke."
47,AIGI_DALLE3_047.png,"This tattoo features a geometric abstraction of a face, blending lines, shapes, and subtle colors into a striking design."
48,AIGI_DALLE3_048.png,"A mesmerizing, otherworldly cave illuminated by bioluminescent structures creates a mystical, ethereal atmosphere, evoking a sense of awe and wonder."
49,AIGI_DALLE3_049.png,"An astronaut constructs an intricate sandcastle on the moon while the galaxy sparkles behind, blending creativity and cosmic exploration."
50,AIGI_MJ_000.png,"A fierce warrior stands confidently at sunset, adorned in ornate armor, her blonde hair flowing, embodying strength and determination."
51,AIGI_MJ_001.png,"A dog in a spacesuit against a cosmic background represents the concept of animals in space exploration, highlighting scientific progress."
52,AIGI_MJ_002.png,"The sun sets over rugged mountains and a reflective desert terrain, creating a striking contrast of light and texture."
53,AIGI_MJ_003.png,"A capybara in a suit, smoking a cigarette, represents a humorous, anthropomorphic portrayal blending human and animal characteristics."
54,AIGI_MJ_004.png,"A surreal portrait of an ethereal woman with flowing hair and flowers intricately woven, evoking a blend of nature and fantasy."
55,AIGI_MJ_005.png,"A surreal, ethereal portrait features a serene figure adorned with intricate, flowing, ocean-inspired headpieces in a dreamlike setting."
56,AIGI_MJ_006.png,"A red-haired woman, adorned with a floral crown, stands amidst an autumn forest, evoking a mystical and ethereal ambiance."
57,AIGI_MJ_007.png,"A menacing dragon soars above a burning mountain village, with stormy skies and jagged peaks emphasizing the scene's dramatic intensity."
58,AIGI_MJ_008.png,"A steampunk bird, enhanced with mechanical parts, flies over a cityscape at sunset, blending nature and technology in harmony."
59,AIGI_MJ_009.png,"A small, fluffy dog with bared teeth sits by a bottle, set against a dark background, showcasing its playful ferocity."
60,AIGI_MJ_010.png,"A ship battles fierce waves under a stormy sky, illuminated by a distant glowing light, highlighting the perilous sea voyage."
61,AIGI_MJ_011.png,"The image presents a futuristic or fantasy character adorned with elaborate, metallic headgear, evoking a blend of technology and mythology."
62,AIGI_MJ_012.png,"A man screams in anger, with a dramatic background of clouds and light, symbolizing intense emotion and release of frustration."
63,AIGI_MJ_013.png,"The image depicts a futuristic, gold-and-silver adorned robotic entity with intricate mechanical designs and glowing orange eyes, exuding otherworldly presence."
64,AIGI_MJ_014.png,"A haunting, eerie mansion looms under the full moon, its windows glowing ominously amidst twisted, barren trees and foggy surroundings."
65,AIGI_MJ_015.png,"A man expresses terror as fiery explosions erupt in a chaotic urban background, suggesting a dramatic and intense scene."
66,AIGI_MJ_016.png,"A surreal image depicts a woman with a bioluminescent jellyfish hat, radiating vibrant colors in a dark, otherworldly setting."
67,AIGI_MJ_017.png,"A mysterious, ancient castle crowns a misty cliff, with towering spires and a dimly lit bridge leading to its gates."
68,AIGI_MJ_018.png,"The image depicts a serene autumn landscape with a mechanical structure near a stream, amidst yellow grasses and mountains."
69,AIGI_MJ_019.png,"A corgi dons an astronaut suit in this captivating artwork, blending the charm of the dog with an outer space adventure."
70,AIGI_MJ_020.png,"A menacing, antlered creature with glowing eyes sits menacingly before a fire in a dark, misty forest, exuding malevolence."
71,AIGI_MJ_021.png,"A joyful, animated hotdog character with a wide smile and arms appears excited, amidst a vibrant, outdoor setting."
72,AIGI_MJ_022.png,"This image illustrates a peanut butter and jelly sandwich recipe, including ingredients and nutritional information, depicted in a detailed, playful style."
73,AIGI_MJ_023.png,"A soldier dressed in battle-worn armor lies in the desert, gripping a weapon and appearing ready for combat."
74,AIGI_MJ_024.png,"A distinguished man sits in a chair, surrounded by retro-futuristic robots, hinting at advanced technological themes and sophistication."
75,AIGI_MJ_025.png,"The image depicts an intricately designed, fantastical figure with a metallic, ornate headdress, exuding a celestial, otherworldly presence."
76,AIGI_MJ_026.png,"The digital artwork depicts a woman with pink hair and attire, featuring vibrant colors and a fantastical style."
77,AIGI_MJ_027.png,"A woman with closed eyes is surrounded by colorful, translucent fragments, evoking a dreamy, surreal, and cosmic atmosphere."
78,AIGI_MJ_028.png,"The image features a menacing samurai warrior with horned helmet and glowing red eyes, standing in a misty forest."
79,AIGI_MJ_029.png,"A mesmerizing icy landscape bathed in moonlight, showcasing towering cliffs and a frozen expanse beneath a dramatic, cloudy night sky."
80,AIGI_MJ_030.png,"A serene mountain valley scene depicts sheep grazing amidst vibrant wildflowers, with a gentle stream coursing through lush greenery."
81,AIGI_MJ_031.png,"A panda appears enraged in a cluttered study room, filled with books, papers, and scientific equipment, underscoring its frustration."
82,AIGI_MJ_032.png,"A bearded man, intensely screaming, appears distressed and covered in dirt or soot, with burning lights visible in the background."
83,AIGI_MJ_033.png,"This atmospheric medieval town features narrow, cobblestone streets lined with quaint, lantern-lit houses leading to a towering cathedral."
84,AIGI_MJ_034.png,"A young person with curly hair and vibrant smile, wearing an orange jacket, radiates joy in the warm sunlight."
85,AIGI_MJ_035.png,"A scholarly monk studies ancient texts in a cozy library, illuminated by warm, golden light from a massive circular window."
86,AIGI_MJ_036.png,"A cute cat dressed as a cowboy features on a poster labeled ""Pritee Wot Waleit,"" adding a whimsical touch."
87,AIGI_MJ_037.png,"A blonde woman in a blue dress stands against a vibrant sky, illuminated by golden light, creating an ethereal atmosphere."
88,AIGI_MJ_038.png,"The image depicts a young man with curly hair and a pendant necklace, set against a vibrant, patterned background."
89,AIGI_MJ_039.png,"A dog adorned with a colorful flower crown and a patterned scarf poses against a floral background, creating a charming scene."
90,AIGI_MJ_040.png,"A poised cellist in formal attire, glasses, and dark wavy hair holds a cello against an orchestral backdrop during a performance."
91,AIGI_MJ_041.png,"Two dogs enjoy a thrilling surfing adventure, riding a giant wave with excitement and joy gleaming in their eyes."
92,AIGI_MJ_042.png,"A whimsical landscape features floating balloons over serene waters, with intricate castles and rolling green hills, under a vibrant sky."
93,AIGI_MJ_043.png,"A vibrant scene depicts a red-haired woman with a colorful parrot perched on her shoulder, exuding beauty and companionship."
94,AIGI_MJ_044.png,"A powerful, mythical warrior with golden armor and a majestic beard emerges, holding a sword, exuding strength and divine authority."
95,AIGI_MJ_045.png,"This enchanting scene depicts a serene, misty landscape with ornate pagodas, a stone bridge, and a tranquil reflective water surface."
96,AIGI_MJ_046.png,"A young woman with flowing hair stands on a beach, gazing off into the distance under a clear sky."
97,AIGI_MJ_047.png,"This fantastical landscape showcases towering, colorful mushrooms, winding paths, and vibrant foliage beneath a dramatic, luminous sky. Adventure awaits."
98,AIGI_MJ_048.png,"A painting portrays a woman with intense blue eyes, dressed in traditional attire, exuding an ethereal and timeless beauty."
99,AIGI_MJ_049.png,"This sci-fi themed image showcases a ketchup bottle labeled ""Grottvutza"" amid a futuristic space setting, blending culinary and cosmic elements."
100,AIGI_PG_000.png,"Two futuristic soldiers navigate through a neon-lit urban environment, exuding intensity and readiness for an imminent confrontation."
101,AIGI_PG_001.png,"This vibrant, abstract artwork features a colorful clock, blending mechanical elements with a striking, modern art style against a dark background."
102,AIGI_PG_002.png,"An elderly man with a long beard and colorful face paint appears wise, suggesting an artistic or cultural event."
103,AIGI_PG_003.png,"A vintage sports car drives on a dusty road during sunset, evoking adventure and freedom against a serene, golden horizon."
104,AIGI_PG_004.png,"A striking sculpture depicts numerous intertwined human figures forming a tree, symbolizing unity, human connection, and the complexity of existence."
105,AIGI_PG_005.png,"A lone figure stands beneath a radiant sky, witnessing a transcendent display of light and cosmic energy over a distant city."
106,AIGI_PG_006.png,"A small astronaut figurine sits on a wet street, surrounded by colorful neon lights and peculiar, glowing plants."
107,AIGI_PG_007.png,"A vibrant, fantastical creature with large yellow eyes and pink, tentacle-like features resides among lush, colorful vegetation and flowers."
108,AIGI_PG_008.png,A woman in traditional attire with elaborate headpiece and floral patterns presents an artistic blend of elegance and cultural heritage.
109,AIGI_PG_009.png,"A sleek, futuristic spacecraft docked in an advanced space station's hangar, illuminated by ambient lights, showcasing stunning futuristic technology."
110,AIGI_PG_010.png,"This intricate floral design features red, white, and blue flowers with swirling leaves and patterns against a black backdrop."
111,AIGI_PG_011.png,"A rugged cowboy, dressed in winter gear, stands determinedly in a snowy forest, conveying resilience and readiness for harsh conditions."
112,AIGI_PG_012.png,"A person in traditional attire, possibly a samurai, walks through a vibrant, neon-lit street, evoking a historical ambiance."
113,AIGI_PG_013.png,"A vibrant street glistens with rain, illuminated by colorful lights reflecting off wet cobblestones, creating a vivid, atmospheric scene."
114,AIGI_PG_014.png,"The image depicts a dark, sinister alien-like creature with sharp teeth and tentacles, surrounded by eerie candles in a gothic setting."
115,AIGI_PG_015.png,"This image depicts a close-up view of an ant, highlighting its detailed anatomy and carrying behavior in a natural environment."
116,AIGI_PG_016.png,"The man in this image sits authoritatively at a desk in an office, adorned with flags and historical decor."
117,AIGI_PG_017.png,"The image features a fantastical character, adorned in giraffe-themed attire, blending into an ethereal, glowing forest environment."
118,AIGI_PG_018.png,"A fiery woman with a blazing crown exudes powerful energy, her flowing hair intertwining with flames in an ethereal glow."
119,AIGI_PG_019.png,"An elderly man in a suit appears distressed, with a fiery background suggesting urgency, chaos, or a critical situation."
